Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Incomplete Rides,Incomplete Rides Reason,Ride Distance (KM),Driver Ratings,Customer Rating,Payment Method,Price_BND,Pickup ,Drop ,Driver ID,Platform Fee BND,Driver Earnings BND,Month,Year,Day of Week,On Time Arrival,Driver Shift Hours,Offer ID,Offer Sent Timestamp,Offer Result,Response Timestamp,Driver Session ID,Session Start,Session End,Request Timestamp,Driver Assigned Timestamp,Driver Arrival Timestamp,Pickup Timestamp,Dropoff Timestamp,Cancellation Timestamp,Pickup Lat,Pickup Lon,Dropoff Lat,Dropoff Lon,Fare Base,Distance Fee,Time Fee,Total Fare Authoritative,Fare ID,Invoice ID,Currency,Vehicle ID,Vehicle Active Flag,Marketplace Region,Estimated ETA at Assignment,Surge Region,Driver Acceptance Latency,Customer Signup Date,Data Quality Flag
2025-05-28,17:23:20,"""CNR5411958""",Completed,"""CID4138382""",SUV,Jangsak,Sengkurong,11.2,39.1,,1.0,Vehicle Breakdown,16.29,4.4,5.0,Online Banking,8.79,Belait,Brunei-Muara,Abdul Rahman,2.18,5.35,February,2024,Saturday,1.0,11.0,OFF-200188,2/3/2024 17:22,rejected,2/3/2024 17:22,SESS-85776,2/3/2024 14:23,2/3/2024 20:23,2/3/2024 17:23,2025-05-28 07:51:00,2025-05-28 07:56:00,2025-05-28 08:00:00,2025-05-28 08:12:00,,4.56702,114.28703,4.90079,114.96501,3.5,7.38,3.13,15.01,FQ-8424,INV-948366,BND,VEH-428,Yes,Belait,10,Normal,10,11/10/2023,Pass
2025-05-27,18:56:17,"""CNR8649779""",Completed,"""CID1478202""",SUV,Jangsak,Lambak,13.4,42.3,,,,4.36,4.6,4.0,Online Banking,27.18,Brunei-Muara,Belait,Azizul Hasni,4.34,17.45,March,2024,Monday,0.0,5.7,OFF-200168,3/18/2024 18:55,accepted,3/18/2024 18:55,SESS-32577,3/18/2024 16:56,3/18/2024 19:56,3/18/2024 18:56,2025-05-27 04:41:00,2025-05-27 04:45:00,2025-05-27 04:53:00,2025-05-27 05:29:00,,4.9508,114.97583,4.61721,114.10874,3.5,1.27,3.38,8.15,FQ-7225,INV-991630,BND,VEH-480,Yes,Belait,12,Normal,12,3/21/2023,Pass
2025-05-25,20:28:37,"""CNR5239998""",Completed,"""CID1535942""",Compact,Serusop,Tutong Beach,8.7,30.6,,,,10.15,4.3,3.6,Cash,15.22,Belait,Brunei-Muara,Ahmad Zaki,3.7,11.15,April,2024,Wednesday,1.0,7.2,OFF-200160,4/24/2024 20:27,rejected,4/24/2024 20:27,SESS-75925,4/24/2024 15:28,4/24/2024 21:28,4/24/2024 20:28,2025-05-25 17:02:00,2025-05-25 17:06:00,2025-05-25 17:14:00,2025-05-25 17:43:00,,4.51696,114.13943,4.8616,114.86799,3.5,16.78,2.45,23.73,FQ-6399,INV-765728,BND,VEH-696,Yes,Tutong,8,Normal,13,7/17/2023,Pass
2025-05-12,23:59:40,"""CNR2541239""",Completed,"""CID1296280""",Compact,Jerudong,Tutong Town,2.0,35.6,,,,20.65,3.5,3.5,Dart Wallet,19.64,Tutong,Tutong,Awangku Mohd,2.89,16.66,June,2024,Sunday,1.0,8.9,OFF-200067,6/30/2024 23:59,accepted,6/30/2024 23:59,SESS-35925,6/30/2024 20:59,7/1/2024 1:59,6/30/2024 23:59,2025-05-12 13:29:00,2025-05-12 13:32:00,2025-05-12 13:39:00,2025-05-12 14:01:00,,4.78707,114.63706,4.69384,114.7241,3.5,8.83,2.85,19.98,FQ-5894,INV-866735,BND,VEH-727,Yes,Tutong,7,High Demand Zone,9,8/28/2023,Pass
2025-05-03,15:25:55,"""CNR7374583""",Completed,"""CID2049576""",Premium,Sengkurong,Muara,11.6,11.6,,,,3.67,4.9,4.8,Online Banking,3.76,Belait,Brunei-Muara,Roslan Ahmad,0.75,3.14,February,2024,Friday,1.0,5.6,OFF-200032,2/2/2024 15:25,accepted,2/2/2024 15:25,SESS-14930,2/2/2024 10:25,2/2/2024 17:25,2/2/2024 15:25,2025-05-03 00:15:00,2025-05-03 00:16:00,2025-05-03 00:26:00,2025-05-03 00:37:00,,4.63734,114.1876,4.89436,114.89808,3.5,5.36,0.93,14.79,FQ-8563,INV-787245,BND,VEH-675,Yes,Temburong,6,Normal,9,12/12/2023,Pass
2025-05-21,13:52:53,"""CNR6076037""",Completed,"""CID7062179""",Sedan,Rimba,Lambak,11.4,12.8,1.0,,,28.15,4.1,3.9,Card,17.94,Belait,Tutong,Ibrahim Daud,4.28,13.63,January,2024,Monday,0.0,4.0,OFF-200141,1/15/2024 13:51,accepted,1/15/2024 13:52,SESS-97398,1/15/2024 9:52,1/15/2024 16:52,1/15/2024 13:52,2025-05-21 03:37:00,2025-05-21 03:42:00,2025-05-21 03:45:00,2025-05-21 03:57:00,1/15/2024 13:55,4.66258,114.38961,4.84392,114.7965,3.5,3.92,1.02,15.55,FQ-8235,INV-478504,BND,VEH-819,Yes,Belait,8,High Demand Zone,2,2/22/2023,Pass
2025-05-29,17:31:04,"""CNR6842007""",Completed,"""CID5905633""",Compact,Tutong Town,Kiulap,8.2,12.1,,,,24.57,3.8,5.0,Dart Wallet,11.26,Brunei-Muara,Brunei-Muara,Aiman Hakim,1.24,7.26,March,2024,Monday,1.0,11.8,OFF-200020,3/11/2024 17:30,accepted,3/11/2024 17:30,SESS-93521,3/11/2024 12:31,3/11/2024 19:31,3/11/2024 17:31,2025-05-29 21:41:00,2025-05-29 21:43:00,2025-05-29 21:49:00,2025-05-29 22:14:00,3/11/2024 17:35,4.85469,114.90842,4.87973,114.89058,3.5,3.92,0.97,6.89,FQ-8752,INV-828783,BND,VEH-146,Yes,Brunei-Muara,10,Normal,8,9/9/2023,Pass
2025-05-13,10:10:26,"""CNR5962220""",Completed,"""CID3747067""",Compact,Berakas,Jerudong,13.8,19.7,,,,17.57,3.7,4.8,Online Banking,5.33,Brunei-Muara,Belait,Zulhelmi Ishak,0.89,3.53,March,2024,Wednesday,1.0,11.4,OFF-200047,3/13/2024 10:09,accepted,3/13/2024 10:09,SESS-38008,3/13/2024 5:10,3/13/2024 12:10,3/13/2024 10:10,2025-05-13 05:36:00,2025-05-13 05:38:00,2025-05-13 05:41:00,2025-05-13 06:17:00,3/13/2024 10:18,4.87729,114.86946,4.67722,114.27097,3.5,3.92,1.58,10.0,FQ-7793,INV-450849,BND,VEH-353,Yes,Temburong,14,Normal,7,4/9/2023,Pass
2025-05-21,11:25:41,"""CNR2765681""",Cancelled,"""CID2228162""",Sedan,Mentiri,Rimba,3.8,44.0,1.0,,,22.11,4.1,3.8,Dart Wallet,15.93,Brunei-Muara,Brunei-Muara,Awangku Mohd,1.76,12.79,July,2024,Wednesday,0.0,5.4,OFF-200147,7/24/2024 11:25,rejected,7/24/2024 11:25,SESS-35925,7/24/2024 9:25,7/24/2024 12:25,7/24/2024 11:25,2025-05-21 00:48:00,2025-05-21 00:51:00,2025-05-21 00:59:00,2025-05-21 01:06:00,7/24/2024 11:27,4.91518,114.87124,4.91739,114.93728,3.5,3.92,3.52,10.94,FQ-5767,INV-212483,BND,VEH-727,Yes,Belait,6,Normal,4,12/10/2023,Pass
2025-05-23,14:27:41,"""CNR7498137""",Completed,"""CID9299897""",Sedan,Kuala Belait,Rimba,12.3,38.7,,,,14.33,3.6,3.8,Cash,5.57,Brunei-Muara,Brunei-Muara,Faisal Hakimi,1.1,4.41,January,2024,Friday,1.0,8.5,OFF-200127,1/12/2024 14:26,accepted,1/12/2024 14:26,SESS-85181,1/12/2024 11:27,1/12/2024 16:27,1/12/2024 14:27,2025-05-23 14:54:00,2025-05-23 14:57:00,2025-05-23 15:07:00,2025-05-23 15:48:00,,4.89756,114.89802,4.93703,114.92727,3.5,1.57,3.1,8.71,FQ-7692,INV-195013,BND,VEH-126,Yes,Tutong,13,High Demand Zone,10,6/16/2023,Pass
2025-05-13,17:57:12,"""CNR7253777""",Completed,"""CID3783637""",Compact,Lumut,Bandar Seri Begawan,13.6,42.3,,,,21.87,4.3,3.6,Card,9.18,Brunei-Muara,Brunei-Muara,Mustafa Kamal,1.59,6.87,October,2024,Sunday,1.0,10.8,OFF-200135,10/27/2024 17:56,accepted,10/27/2024 17:56,SESS-19846,10/27/2024 12:57,10/27/2024 19:57,10/27/2024 17:57,2025-05-13 21:03:00,2025-05-13 21:04:00,2025-05-13 21:12:00,2025-05-13 21:36:00,10/27/2024 17:59,4.94548,114.95631,4.97401,114.90117,3.5,3.92,3.38,12.8,FQ-7626,INV-342420,BND,VEH-726,Yes,Tutong,14,Normal,3,7/3/2023,Pass
2025-05-10,22:11:25,"""CNR1993047""",Completed,"""CID2155317""",Sedan,Kiulap,Mentiri,14.8,42.7,,,,20.35,3.7,4.8,Dart Wallet,28.83,Brunei-Muara,Brunei-Muara,Syafiqah Yusof,5.82,20.6,June,2024,Sunday,1.0,10.0,OFF-200134,6/30/2024 22:11,accepted,6/30/2024 22:11,SESS-20137,6/30/2024 17:11,7/1/2024 1:11,6/30/2024 22:11,2025-05-10 15:31:00,2025-05-10 15:32:00,2025-05-10 15:34:00,2025-05-10 16:07:00,,4.91504,114.94118,4.96987,114.87202,3.5,3.22,3.42,15.18,FQ-5376,INV-178320,BND,VEH-214,Yes,Tutong,9,High Demand Zone,8,3/25/2023,Pass
2025-05-19,17:23:58,"""CNR3230933""",Completed,"""CID4183914""",Sedan,Gadong,Lumut,10.1,24.1,,,,2.45,3.8,4.2,Card,8.51,Belait,Belait,Aiman Hakim,1.86,5.76,October,2024,Tuesday,1.0,11.4,OFF-200194,10/8/2024 17:23,accepted,10/8/2024 17:23,SESS-93521,10/8/2024 14:23,10/8/2024 18:23,10/8/2024 17:23,2025-05-19 07:55:00,2025-05-19 07:57:00,2025-05-19 07:59:00,2025-05-19 08:08:00,,4.5814,114.13564,4.66622,114.18027,3.5,17.27,1.93,28.38,FQ-6764,INV-759040,BND,VEH-146,Yes,Temburong,7,High Demand Zone,3,6/18/2023,Pass
2025-05-19,18:03:59,"""CNR6443443""",Cancelled,"""CID1686959""",Compact,Bandar Seri Begawan,Berakas,7.6,16.6,,,,20.84,3.8,4.9,Online Banking,6.87,Brunei-Muara,Brunei-Muara,Hamid Rashid,1.02,5.06,December,2024,Tuesday,1.0,4.3,OFF-200144,12/10/2024 18:03,accepted,12/10/2024 18:03,SESS-39154,12/10/2024 15:03,12/10/2024 21:03,12/10/2024 18:03,2025-05-19 02:45:00,2025-05-19 02:49:00,2025-05-19 02:52:00,2025-05-19 03:03:00,12/10/2024 18:08,4.88354,114.93049,4.97936,114.95369,3.5,3.92,1.33,17.12,FQ-6220,INV-852305,BND,VEH-750,Yes,Belait,11,High Demand Zone,10,2/3/2023,Pass
2025-05-02,14:27:41,"""CNR7498137""",Cancelled by Driver,"""CID9299897""",SUV,Serusop,Mata-Mata,12.3,38.7,,,,27.84,4.4,4.8,Online Banking,17.04,Brunei-Muara,Brunei-Muara,Faisal Hakimi,1.96,10.4,January,2024,Friday,1.0,8.5,OFF-200127,1/12/2024 14:26,accepted,1/12/2024 14:26,SESS-85181,1/12/2024 11:27,1/12/2024 16:27,1/12/2024 14:27,2025-05-02 18:07:00,2025-05-02 18:08:00,2025-05-02 18:11:00,2025-05-02 18:37:00,,4.89756,114.89802,4.93703,114.92727,3.5,1.57,3.1,8.71,FQ-7692,INV-195013,BND,VEH-126,Yes,Tutong,13,High Demand Zone,10,6/16/2023,Pass
2025-05-25,15:25:55,"""CNR7374583""",Cancelled,"""CID2049576""",Premium,Lambak,Bandar Seri Begawan,11.6,11.6,,,,19.55,4.4,4.9,Dart Wallet,9.6,Belait,Brunei-Muara,Roslan Ahmad,1.55,7.02,February,2024,Friday,1.0,5.6,OFF-200032,2/2/2024 15:25,accepted,2/2/2024 15:25,SESS-14930,2/2/2024 10:25,2/2/2024 17:25,2/2/2024 15:25,2025-05-25 04:57:00,2025-05-25 04:58:00,2025-05-25 05:01:00,2025-05-25 05:37:00,,4.63734,114.1876,4.89436,114.89808,3.5,5.36,0.93,14.79,FQ-8563,INV-787245,BND,VEH-675,Yes,Brunei-Muara,6,Normal,9,12/12/2023,Pass
2025-05-02,15:34:51,"""CNR1736495""",Completed,"""CID5362525""",SUV,Mata-Mata,Gadong,11.5,43.7,,1.0,Other Issue,26.02,4.4,4.2,Card,22.81,Brunei-Muara,Brunei-Muara,Mustafa Kamal,4.02,19.31,December,2024,Saturday,1.0,6.6,OFF-200175,12/28/2024 15:34,accepted,12/28/2024 15:34,SESS-19846,12/28/2024 10:34,12/28/2024 18:34,12/28/2024 15:34,2025-05-02 19:05:00,2025-05-02 19:08:00,2025-05-02 19:11:00,2025-05-02 19:47:00,,4.95691,114.87804,4.87871,114.91387,3.5,2.12,3.5,16.18,FQ-9285,INV-272330,BND,VEH-726,Yes,Tutong,5,High Demand Zone,8,1/31/2024,Pass
2025-05-07,9:12:30,"""CNR2094763""",Completed,"""CID8322650""",SUV,Lumut,Lambak,14.0,16.5,,,,13.61,3.6,4.6,Cash,12.12,Brunei-Muara,Brunei-Muara,Abdul Rahman,2.68,8.28,July,2024,Tuesday,0.0,8.3,OFF-200186,7/2/2024 9:11,accepted,7/2/2024 9:11,SESS-85776,7/2/2024 4:12,7/2/2024 10:12,7/2/2024 9:12,2025-05-07 07:58:00,2025-05-07 08:00:00,2025-05-07 08:03:00,2025-05-07 08:20:00,,4.90088,114.88958,4.92678,114.91289,3.5,1.64,1.32,10.07,FQ-9280,INV-856112,BND,VEH-428,Yes,Temburong,7,High Demand Zone,11,12/10/2023,Pass
2025-05-24,7:50:30,"""CNR6197135""",Completed,"""CID5014483""",Sedan,Lumut,Tutong Beach,3.8,22.2,,,,10.45,4.7,4.0,Cash,21.97,Brunei-Muara,Brunei-Muara,Syafiqah Yusof,4.43,14.27,November,2024,Tuesday,0.0,9.7,OFF-200114,11/12/2024 7:49,rejected,11/12/2024 7:49,SESS-20137,11/12/2024 3:50,11/12/2024 9:50,11/12/2024 7:50,2025-05-24 01:53:00,2025-05-24 01:55:00,2025-05-24 01:59:00,2025-05-24 02:38:00,,4.88027,114.87663,4.88441,114.97508,3.5,21.26,1.78,26.54,FQ-6469,INV-297736,BND,VEH-214,Yes,Brunei-Muara,6,Normal,11,10/11/2023,Pass
2025-05-11,4:58:24,"""CNR7509619""",Completed,"""CID4089635""",Compact,Muara,Bandar Seri Begawan,6.5,12.0,1.0,,,27.91,4.6,3.7,Dart Wallet,7.64,Tutong,Brunei-Muara,Shahrul Nizam,1.21,5.45,March,2024,Tuesday,0.0,4.7,OFF-200118,3/5/2024 4:57,rejected,3/5/2024 4:57,SESS-93507,3/4/2024 23:58,3/5/2024 5:58,3/5/2024 4:58,2025-05-11 06:56:00,2025-05-11 06:58:00,2025-05-11 07:06:00,2025-05-11 07:26:00,3/5/2024 5:01,4.72008,114.66305,4.93881,114.86471,3.5,3.92,0.96,15.47,FQ-5076,INV-119015,BND,VEH-252,Yes,Temburong,8,High Demand Zone,5,5/29/2023,Pass
2025-05-21,22:44:07,"""CNR5104274""",Cancelled,"""CID8512777""",SUV,Kiulap,Tutong Town,2.3,12.2,,,,23.05,4.7,3.7,Cash,16.38,Brunei-Muara,Brunei-Muara,Awangku Mohd,2.36,10.73,November,2024,Tuesday,0.0,5.6,OFF-200021,11/12/2024 22:43,rejected,11/12/2024 22:43,SESS-35925,11/12/2024 17:44,11/13/2024 0:44,11/12/2024 22:44,2025-05-21 11:08:00,2025-05-21 11:10:00,2025-05-21 11:17:00,2025-05-21 11:34:00,,4.87373,114.97463,4.94652,114.8756,3.5,17.0,0.98,34.22,FQ-6795,INV-107350,BND,VEH-727,Yes,Brunei-Muara,5,High Demand Zone,8,5/30/2023,Pass
2025-05-31,10:28:25,"""CNR3519392""",Cancelled by Driver,"""CID4330172""",Compact,Mata-Mata,Tutong Beach,2.4,43.6,,,,9.1,4.0,3.9,Card,29.78,Brunei-Muara,Belait,Farhana Yusof,6.27,23.3,March,2024,Sunday,1.0,10.4,OFF-200157,3/24/2024 10:28,rejected,3/24/2024 10:28,SESS-31967,3/24/2024 8:28,3/24/2024 12:28,3/24/2024 10:28,2025-05-31 19:45:00,2025-05-31 19:47:00,2025-05-31 19:57:00,2025-05-31 20:12:00,,4.85539,114.92572,4.62118,114.16166,3.5,1.65,3.49,11.8,FQ-8281,INV-481805,BND,VEH-674,Yes,Brunei-Muara,11,High Demand Zone,3,1/28/2023,Pass
2025-05-19,21:26:16,"""CNR9924856""",Cancelled by Driver,"""CID5443075""",Sedan,Mata-Mata,Kiulap,9.0,23.4,,,,12.44,4.2,3.6,Dart Wallet,16.62,Belait,Belait,Mohd Hafiz,3.4,13.34,January,2024,Monday,0.0,4.3,OFF-200037,1/15/2024 21:25,accepted,1/15/2024 21:25,SESS-37455,1/15/2024 17:26,1/15/2024 23:26,1/15/2024 21:26,2025-05-19 07:48:00,2025-05-19 07:53:00,2025-05-19 07:57:00,2025-05-19 08:39:00,,4.5176,114.18781,4.60447,114.17037,3.5,2.81,1.87,6.68,FQ-6944,INV-424842,BND,VEH-678,Yes,Brunei-Muara,13,Normal,4,11/27/2023,Pass
2025-05-03,16:48:05,"""CNR9060565""",Completed,"""CID8916050""",SUV,Sengkurong,Kuala Belait,7.7,28.4,,,,5.69,5.0,4.4,Cash,24.41,Brunei-Muara,Brunei-Muara,Syafiqah Yusof,4.53,17.45,July,2024,Monday,1.0,5.7,OFF-200108,7/29/2024 16:47,rejected,7/29/2024 16:47,SESS-20137,7/29/2024 14:48,7/29/2024 17:48,7/29/2024 16:48,2025-05-03 17:38:00,2025-05-03 17:40:00,2025-05-03 17:48:00,2025-05-03 17:53:00,,4.94133,114.96168,4.92891,114.91703,3.5,12.7,2.27,26.2,FQ-7952,INV-884997,BND,VEH-214,Yes,Belait,9,High Demand Zone,6,11/4/2023,Pass
2025-05-15,21:04:47,"""CNR5230005""",Cancelled by Driver,"""CID3694020""",Compact,Gadong,Bandar Seri Begawan,11.3,38.2,,,,22.83,3.8,4.4,Online Banking,12.49,Brunei-Muara,Belait,Aiman Hakim,2.4,9.67,September,2024,Tuesday,1.0,4.1,OFF-200050,9/24/2024 21:04,accepted,9/24/2024 21:04,SESS-93521,9/24/2024 16:04,9/25/2024 0:04,9/24/2024 21:04,2025-05-15 04:48:00,2025-05-15 04:51:00,2025-05-15 04:55:00,2025-05-15 05:25:00,9/24/2024 21:11,4.95622,114.9567,4.59644,114.25753,3.5,3.92,3.06,12.98,FQ-9164,INV-660763,BND,VEH-146,Yes,Temburong,14,Normal,12,9/10/2023,Pass
2025-05-22,18:32:16,"""CNR3882280""",Cancelled,"""CID8466525""",Compact,Kiulap,Jerudong,11.7,43.3,,,,6.08,3.8,4.6,Online Banking,14.7,Belait,Tutong,Dayangku Siti,1.62,10.87,October,2024,Saturday,0.0,8.9,OFF-200181,10/19/2024 18:31,accepted,10/19/2024 18:31,SESS-38322,10/19/2024 15:32,10/19/2024 20:32,10/19/2024 18:32,2025-05-22 02:32:00,2025-05-22 02:37:00,2025-05-22 02:39:00,2025-05-22 03:05:00,,4.5178,114.1522,4.7887,114.79002,3.5,6.18,3.46,20.42,FQ-7549,INV-941974,BND,VEH-618,Yes,Tutong,9,High Demand Zone,14,9/12/2023,Pass
2025-05-11,15:21:24,"""CNR1726678""",Cancelled by Driver,"""CID2637835""",Premium,Muara,Mentiri,7.1,13.1,,,,2.84,3.7,4.3,Online Banking,11.87,Tutong,Brunei-Muara,Ahmad Zaki,2.05,8.15,May,2024,Sunday,0.0,5.6,OFF-200007,5/19/2024 15:20,rejected,5/19/2024 15:20,SESS-75925,5/19/2024 10:21,5/19/2024 16:21,5/19/2024 15:21,2025-05-11 07:20:00,2025-05-11 07:25:00,2025-05-11 07:34:00,2025-05-11 07:46:00,,4.66308,114.65802,4.9547,114.94315,3.5,8.73,1.05,15.28,FQ-9838,INV-276437,BND,VEH-696,Yes,Belait,4,Normal,13,2/20/2023,Pass
2025-05-23,15:46:39,"""CNR1091682""",Completed,"""CID1131593""",Compact,Bandar Seri Begawan,Berakas,3.4,14.7,1.0,,,9.36,4.5,3.9,Cash,31.73,Belait,Tutong,Abdul Rahman,3.69,26.63,July,2024,Thursday,0.0,11.0,OFF-200026,7/4/2024 15:45,rejected,7/4/2024 15:45,SESS-85776,7/4/2024 12:46,7/4/2024 18:46,7/4/2024 15:46,2025-05-23 17:33:00,2025-05-23 17:37:00,2025-05-23 17:43:00,2025-05-23 18:22:00,7/4/2024 15:55,4.65763,114.19244,4.65554,114.72602,3.5,3.92,1.18,10.75,FQ-9428,INV-959254,BND,VEH-428,Yes,Tutong,6,High Demand Zone,6,9/11/2023,Pass
2025-05-16,15:46:39,"""CNR1091682""",Completed,"""CID1131593""",SUV,Mata-Mata,Bangar,3.4,14.7,1.0,,,19.7,3.8,4.8,Dart Wallet,17.2,Belait,Tutong,Abdul Rahman,1.88,11.57,July,2024,Thursday,0.0,11.0,OFF-200026,7/4/2024 15:45,rejected,7/4/2024 15:45,SESS-85776,7/4/2024 12:46,7/4/2024 18:46,7/4/2024 15:46,2025-05-16 04:44:00,2025-05-16 04:45:00,2025-05-16 04:55:00,2025-05-16 05:13:00,7/4/2024 15:55,4.65763,114.19244,4.65554,114.72602,3.5,3.92,1.18,10.75,FQ-9428,INV-959254,BND,VEH-428,Yes,Tutong,6,High Demand Zone,6,9/11/2023,Pass
2025-05-31,17:31:04,"""CNR6842007""",Completed,"""CID5905633""",Compact,Mentiri,Lumut,8.2,12.1,,,,9.89,3.9,4.1,Dart Wallet,31.75,Brunei-Muara,Brunei-Muara,Aiman Hakim,4.26,25.31,March,2024,Monday,1.0,11.8,OFF-200020,3/11/2024 17:30,accepted,3/11/2024 17:30,SESS-93521,3/11/2024 12:31,3/11/2024 19:31,3/11/2024 17:31,2025-05-31 16:28:00,2025-05-31 16:33:00,2025-05-31 16:41:00,2025-05-31 17:07:00,3/11/2024 17:35,4.85469,114.90842,4.87973,114.89058,3.5,3.92,0.97,6.89,FQ-8752,INV-828783,BND,VEH-146,Yes,Tutong,10,Normal,8,9/9/2023,Pass
2025-05-28,17:26:43,"""CNR5058425""",Completed,"""CID8939404""",Premium,Lambak,Bangar,2.4,35.3,,,,4.39,4.1,4.2,Card,8.16,Brunei-Muara,Belait,Ridhwan Bakar,1.52,6.92,July,2024,Saturday,0.0,4.9,OFF-200029,7/6/2024 17:26,accepted,7/6/2024 17:26,SESS-20959,7/6/2024 13:26,7/6/2024 18:26,7/6/2024 17:26,2025-05-28 00:59:00,2025-05-28 01:03:00,2025-05-28 01:09:00,2025-05-28 01:36:00,,4.96512,114.89779,4.62049,114.24781,3.5,3.67,2.82,17.48,FQ-8863,INV-156526,BND,VEH-504,Yes,Belait,9,High Demand Zone,4,1/1/2023,Pass
2025-05-07,18:33:20,"""CNR4666491""",Completed,"""CID2057868""",SUV,Sengkurong,Jangsak,4.1,33.6,,,,15.48,3.5,4.0,Online Banking,15.95,Belait,Brunei-Muara,Fadhil Junaidi,2.69,10.15,January,2024,Wednesday,1.0,7.4,OFF-200096,1/10/2024 18:33,accepted,1/10/2024 18:33,SESS-29233,1/10/2024 15:33,1/10/2024 19:33,1/10/2024 18:33,2025-05-07 17:35:00,2025-05-07 17:38:00,2025-05-07 17:45:00,2025-05-07 17:52:00,,4.63604,114.29406,4.90912,114.9514,3.5,15.11,2.69,26.3,FQ-8044,INV-642008,BND,VEH-642,Yes,Belait,14,Normal,10,6/4/2023,Pass
2025-05-24,8:12:03,"""CNR8336735""",Cancelled,"""CID2161274""",Premium,Serusop,Jangsak,3.7,22.4,,,,16.98,4.2,4.8,Cash,7.46,Brunei-Muara,Brunei-Muara,Siti Aminah,1.2,5.05,October,2024,Friday,0.0,7.9,OFF-200027,10/18/2024 8:11,accepted,10/18/2024 8:11,SESS-19622,10/18/2024 5:12,10/18/2024 11:12,10/18/2024 8:12,2025-05-24 17:22:00,2025-05-24 17:26:00,2025-05-24 17:32:00,2025-05-24 17:58:00,,4.86262,114.96797,4.89841,114.88537,3.5,22.27,1.79,27.56,FQ-5309,INV-505061,BND,VEH-614,Yes,Tutong,11,Normal,6,4/7/2023,Pass
2025-05-03,16:23:55,"""CNR2775531""",Cancelled by Driver,"""CID3611959""",Sedan,Tutong Town,Berakas,3.4,34.7,,,,28.77,4.4,4.2,Cash,24.67,Brunei-Muara,Brunei-Muara,Siti Aminah,3.93,20.82,September,2024,Tuesday,0.0,5.7,OFF-200110,9/24/2024 16:23,rejected,9/24/2024 16:23,SESS-19622,9/24/2024 12:23,9/24/2024 17:23,9/24/2024 16:23,2025-05-03 09:53:00,2025-05-03 09:58:00,2025-05-03 10:03:00,2025-05-03 10:46:00,,4.97314,114.93464,4.96064,114.90285,3.5,16.15,2.78,20.93,FQ-9653,INV-443473,BND,VEH-614,Yes,Belait,8,Normal,10,4/26/2023,Pass
2025-05-17,20:22:11,"""CNR7665294""",Completed,"""CID5596375""",Premium,Sengkurong,Rimba,3.1,22.3,,,,29.35,4.2,4.6,Cash,14.24,Brunei-Muara,Belait,Fadhil Junaidi,1.61,11.66,November,2024,Friday,1.0,7.6,OFF-200191,11/29/2024 20:21,accepted,11/29/2024 20:21,SESS-29233,11/29/2024 15:22,11/29/2024 22:22,11/29/2024 20:22,2025-05-17 01:48:00,2025-05-17 01:50:00,2025-05-17 01:58:00,2025-05-17 02:26:00,11/29/2024 20:24,4.86634,114.86194,4.61182,114.16108,3.5,3.92,1.78,10.2,FQ-8230,INV-513393,BND,VEH-642,Yes,Temburong,13,Normal,6,9/21/2023,Pass
2025-05-14,15:47:22,"""CNR4140742""",Cancelled,"""CID4274650""",SUV,Bandar Seri Begawan,Serusop,11.1,35.5,,,,28.84,4.9,4.1,Online Banking,5.12,Brunei-Muara,Brunei-Muara,Hamid Rashid,0.58,4.04,January,2024,Monday,1.0,8.6,OFF-200196,1/8/2024 15:46,accepted,1/8/2024 15:46,SESS-39154,1/8/2024 13:47,1/8/2024 17:47,1/8/2024 15:47,2025-05-14 14:06:00,2025-05-14 14:10:00,2025-05-14 14:18:00,2025-05-14 14:33:00,,4.89082,114.88352,4.90863,114.87058,3.5,18.49,2.84,37.24,FQ-6073,INV-930203,BND,VEH-750,Yes,Belait,7,High Demand Zone,13,4/17/2023,Pass
2025-05-14,18:05:04,"""CNR8752515""",Completed,"""CID1018836""",Compact,Rimba,Kuala Belait,12.0,15.7,,1.0,Customer Demand,22.46,4.0,3.7,Cash,18.81,Brunei-Muara,Brunei-Muara,Nurul Izzah,4.11,12.34,November,2024,Saturday,1.0,5.4,OFF-200060,11/9/2024 18:04,accepted,11/9/2024 18:04,SESS-35224,11/9/2024 15:05,11/9/2024 20:05,11/9/2024 18:05,2025-05-14 05:29:00,2025-05-14 05:31:00,2025-05-14 05:35:00,2025-05-14 06:09:00,,4.8587,114.86776,4.86995,114.88622,3.5,3.82,1.26,12.87,FQ-7397,INV-966517,BND,VEH-204,Yes,Belait,8,High Demand Zone,2,3/30/2023,Pass
2025-05-21,10:10:26,"""CNR5962220""",Completed,"""CID3747067""",Sedan,Lumut,Muara,13.8,19.7,,,,2.94,4.8,4.3,Cash,34.82,Brunei-Muara,Belait,Zulhelmi Ishak,6.52,27.38,March,2024,Wednesday,1.0,11.4,OFF-200047,3/13/2024 10:09,rejected,3/13/2024 10:09,SESS-38008,3/13/2024 5:10,3/13/2024 12:10,3/13/2024 10:10,2025-05-21 20:20:00,2025-05-21 20:24:00,2025-05-21 20:30:00,2025-05-21 20:42:00,3/13/2024 10:18,4.87729,114.86946,4.67722,114.27097,3.5,3.92,1.58,10.0,FQ-7793,INV-450849,BND,VEH-353,Yes,Belait,14,Normal,7,4/9/2023,Pass
